obs,year,period,state,age,fatal,male,female,single,multiple,lnpop,lnpopm,lnpopf,unempl,gdl,gdl3,gdl2,gdl1,beltsc,beltpr,bac08,zerotol,alr,sp70,sp65
1,1990,1,1,16,16,8,8,11,5,10.98,10.31,10.26,6.4,0,0,0,0,0,0,0,0,0,0,0
2,1991,2,1,16,20,14,6,16,4,11,10.33,10.28,6.8,0,0,0,0,0,0,0,0,0,0,0
3,1992,3,1,16,14,9,5,6,8,10.97,10.31,10.25,6.9,0,0,0,0,1,0,0,0,0,0,0
4,1993,4,1,16,14,10,4,9,5,11.01,10.35,10.29,6.6,0,0,0,0,1,0,0,0,0,0,0
5,1994,5,1,16,22,14,8,14,8,11.02,10.35,10.3,5.4,0,0,0,0,1,0,0,0,0,0,0
6,1995,6,1,16,23,14,9,14,9,11.03,10.37,10.31,5.1,0,0,0,0,1,0,0,0,0,0,0
7,1996,7,1,16,18,9,9,11,7,11.07,10.41,10.35,4.5,0,0,0,0,1,0,1,0,0,0,0
8,1997,8,1,16,18,13,5,10,8,11.05,10.39,10.33,4.4,0,0,0,0,1,0,1,1,1,1,1
9,1998,9,1,16,17,11,6,10,7,11.04,10.37,10.31,3.9,0,0,0,0,1,0,1,1,1,1,1
10,1999,10,1,16,16,9,7,9,7,11.01,10.35,10.29,4.2,0,0,0,0,1,0,1,1,1,1,1
11,2000,11,1,16,20,13,7,10,10,11.06,10.39,10.35,4,0,0,0,0,1,1,1,1,1,1,1
12,2001,12,1,16,11,4,7,8,3,11.07,10.4,10.36,4.6,0,0,0,0,1,1,1,1,1,1,1
13,2002,13,1,16,17,12,5,14,3,11.06,10.39,10.35,5.3,0,0,0,0,1,1,1,1,1,1,1
14,2003,14,1,16,16,12,4,11,5,11.05,10.39,10.33,5.4,1,0,1,0,1,1,1,1,1,1,1
15,2004,15,1,16,20,11,9,17,3,11.05,10.38,10.33,5,1,0,1,0,1,1,1,1,1,1,1
16,2005,16,1,16,15,13,2,7,8,11.07,10.4,10.36,3.8,1,0,1,0,1,1,1,1,1,1,1
17,2006,17,1,16,7,2,5,6,1,11.13,10.46,10.41,3.5,1,0,1,0,1,1,1,1,1,1,1
18,2007,18,1,16,10,5,5,9,1,11.1,10.43,10.39,3.4,1,0,1,0,1,1,1,1,1,1,1
19,2008,19,1,16,12,11,1,9,3,11.09,10.41,10.38,5.1,1,0,1,0,1,1,1,1,1,1,1
20,2009,20,1,16,12,5,7,8,4,11.09,10.41,10.37,9.7,1,0,1,0,1,1,1,1,1,1,1
21,1990,1,4,16,5,4,1,1,4,10.81,10.14,10.09,5.2,0,0,0,0,0,0,0,0,0,0,0
22,1991,2,4,16,7,5,2,4,3,10.85,10.18,10.12,5.9,0,0,0,0,1,0,0,1,0,0,0
23,1992,3,4,16,2,2,0,1,1,10.84,10.18,10.12,7.4,0,0,0,0,1,0,0,1,0,0,0
24,1993,4,4,16,2,1,1,2,0,10.91,10.25,10.19,6.3,0,0,0,0,1,0,0,1,0,0,0
25,1994,5,4,16,4,2,2,1,3,10.92,10.26,10.2,6.1,0,0,0,0,1,0,0,1,0,0,0
26,1995,6,4,16,13,8,5,9,4,11,10.33,10.27,5.4,0,0,0,0,1,0,0,1,0,0,0
27,1996,7,4,16,7,6,1,3,4,11.07,10.41,10.35,5.5,0,0,0,0,1,0,0,1,0,1,0
28,1997,8,4,16,6,5,1,5,1,11.09,10.42,10.36,4.6,0,0,0,0,1,0,0,1,0,1,0
29,1998,9,4,16,7,2,5,3,4,11.14,10.48,10.42,4.3,0,0,0,0,1,0,0,1,0,1,0
30,1999,10,4,16,4,4,0,1,3,11.17,10.5,10.45,4.5,0,0,0,0,1,0,0,1,0,1,0
31,2000,11,4,16,6,4,2,3,3,11.18,10.52,10.44,4.1,0,0,0,0,1,0,0,1,0,1,0
32,2001,12,4,16,5,1,4,4,1,11.23,10.57,10.5,4.7,0,0,0,0,1,0,0,1,0,1,0
33,2002,13,4,16,6,4,2,5,1,11.25,10.59,10.53,6,0,0,0,0,1,0,1,1,1,1,0
34,2003,14,4,16,8,6,2,5,3,11.27,10.6,10.55,5.7,0,0,0,0,1,0,1,1,1,1,0
35,2004,15,4,16,6,3,3,4,2,11.3,10.64,10.58,5,0,0,0,0,1,0,1,1,1,1,0
36,2005,16,4,16,3,2,1,0,3,11.34,10.68,10.61,4.7,0,0,0,0,1,0,1,1,1,1,0
37,2006,17,4,16,4,2,2,3,1,11.41,10.75,10.69,4.1,0,0,0,0,1,0,1,1,1,1,0
38,2007,18,4,16,5,1,4,3,2,11.41,10.75,10.69,3.8,0,0,0,0,1,0,1,1,1,1,0
39,2008,19,4,16,2,0,2,1,1,11.42,10.76,10.7,5.9,0,0,0,0,1,0,1,1,1,1,0
40,2009,20,4,16,4,0,4,2,2,11.42,10.76,10.7,9.7,1,0,1,0,1,0,1,1,1,1,0
41,1990,1,5,16,6,4,2,4,2,10.45,9.8,9.71,6.8,0,0,0,0,0,0,0,0,0,0,0
42,1991,2,5,16,9,5,4,6,3,10.47,9.82,9.73,7.2,0,0,0,0,0,0,0,0,0,0,0
43,1992,3,5,16,6,5,1,3,3,10.46,9.81,9.72,7.1,0,0,0,0,1,0,0,0,0,0,0
44,1993,4,5,16,6,3,3,3,3,10.51,9.86,9.77,6.1,0,0,0,0,1,0,0,0,0,0,0
45,1994,5,5,16,6,4,2,3,3,10.51,9.87,9.77,5.3,0,0,0,0,1,0,0,1,0,0,0
46,1995,6,5,16,9,8,1,8,1,10.55,9.9,9.81,4.8,0,0,0,0,1,0,0,1,0,0,0
47,1996,7,5,16,7,3,4,4,3,10.6,9.95,9.86,5.1,0,0,0,0,1,0,0,1,0,0,0
48,1997,8,5,16,11,6,5,4,7,10.59,9.94,9.85,5.1,0,0,0,0,1,0,0,1,0,1,0
49,1998,9,5,16,5,1,4,3,2,10.59,9.94,9.85,5,0,0,0,0,1,0,0,1,0,1,0
50,1999,10,5,16,8,7,1,6,2,10.58,9.93,9.84,4.5,0,0,0,0,1,0,0,1,0,1,0
51,2000,11,5,16,10,3,7,6,4,10.59,9.93,9.86,4.2,1,1,0,0,1,0,0,1,0,1,0
52,2001,12,5,16,6,3,3,5,1,10.59,9.93,9.86,4.7,1,1,0,0,1,0,0,1,0,1,0
53,2002,13,5,16,18,13,5,12,6,10.58,9.92,9.85,5.3,1,1,0,0,1,0,1,1,1,1,0
54,2003,14,5,16,7,3,4,5,2,10.57,9.9,9.85,5.8,1,1,0,0,1,0,1,1,1,1,0
55,2004,15,5,16,6,2,4,3,3,10.58,9.92,9.85,5.6,1,1,0,0,1,0,1,1,1,1,0
56,2005,16,5,16,11,7,4,6,5,10.59,9.92,9.86,5.1,1,1,0,0,1,0,1,1,1,1,0
57,2006,17,5,16,4,2,2,2,2,10.63,9.96,9.91,5.3,1,1,0,0,1,0,1,1,1,1,0
58,2007,18,5,16,8,6,2,5,3,10.62,9.96,9.89,5.2,1,1,0,0,1,0,1,1,1,1,0
59,2008,19,5,16,6,4,2,5,1,10.6,9.94,9.88,5.3,1,1,0,0,1,0,1,1,1,1,0
60,2009,20,5,16,6,5,1,4,2,10.59,9.91,9.87,7.4,1,0,0,0,1,0,1,1,1,1,1
61,1990,1,6,16,32,21,11,19,13,12.85,12.2,12.12,5.8,0,0,0,0,1,0,0,0,0,0,0
62,1991,2,6,16,34,26,8,21,13,12.88,12.23,12.14,7.8,0,0,0,0,1,0,1,1,1,0,0
63,1992,3,6,16,29,21,8,14,15,12.86,12.21,12.12,9.4,0,0,0,0,1,0,1,1,1,0,0
64,1993,4,6,16,29,15,14,19,10,12.9,12.24,12.16,9.6,0,0,0,0,1,1,1,1,1,0,0
65,1994,5,6,16,30,24,6,14,16,12.89,12.24,12.16,8.6,0,0,0,0,1,1,1,1,1,0,0
66,1995,6,6,16,18,14,4,14,4,12.92,12.27,12.19,7.9,0,0,0,0,1,1,1,1,1,0,0
67,1996,7,6,16,27,16,11,13,14,12.98,12.33,12.25,7.3,0,0,0,0,1,1,1,1,1,1,1
68,1997,8,6,16,18,10,8,12,6,12.98,12.33,12.25,6.4,0,0,0,0,1,1,1,1,1,1,1
69,1998,9,6,16,27,15,12,15,12,13,12.35,12.27,6,0,0,0,0,1,1,1,1,1,1,1
70,1999,10,6,16,22,15,7,11,11,13,12.35,12.26,5.3,1,0,0,1,1,1,1,1,1,1,1
71,2000,11,6,16,21,12,9,14,7,13.09,12.43,12.36,5,1,0,0,1,1,1,1,1,1,1,1
72,2001,12,6,16,16,9,7,11,5,13.12,12.45,12.4,5.4,1,0,0,1,1,1,1,1,1,1,1
73,2002,13,6,16,23,16,7,17,6,13.12,12.46,12.4,6.7,1,0,0,1,1,1,1,1,1,1,1
74,2003,14,6,16,22,15,7,12,10,13.13,12.47,12.41,6.9,1,0,0,1,1,1,1,1,1,1,1
75,2004,15,6,16,20,12,8,12,8,13.16,12.49,12.44,6.2,1,0,0,1,1,1,1,1,1,1,1
76,2005,16,6,16,28,14,14,16,12,13.18,12.51,12.46,5.4,1,0,0,1,1,1,1,1,1,1,1
77,2006,17,6,16,21,14,7,16,5,13.23,12.56,12.51,4.9,1,0,0,1,1,1,1,1,1,1,1
78,2007,18,6,16,12,10,2,7,5,13.22,12.55,12.5,5.4,1,0,0,1,1,1,1,1,1,1,1
79,2008,19,6,16,8,4,4,5,3,13.21,12.54,12.49,7.2,1,0,0,1,1,1,1,1,1,1,1
80,2009,20,6,16,7,6,1,4,3,13.19,12.52,12.47,11.3,1,0,0,1,1,1,1,1,1,1,1
81,1990,1,8,16,5,4,1,2,3,10.66,10,9.94,5.2,0,0,0,0,1,0,0,0,0,0,0
82,1991,2,8,16,6,3,3,4,2,10.7,10.04,9.97,5.4,0,0,0,0,1,0,0,0,0,0,0
83,1992,3,8,16,3,1,2,2,1,10.72,10.06,10,6,0,0,0,0,1,0,0,0,0,0,0
84,1993,4,8,16,10,8,2,7,3,10.78,10.12,10.06,5.3,0,0,0,0,1,0,0,0,0,0,0
85,1994,5,8,16,6,3,3,5,1,10.8,10.14,10.08,4.2,0,0,0,0,1,0,0,0,0,0,0
86,1995,6,8,16,10,6,4,6,4,10.85,10.19,10.12,4,0,0,0,0,1,0,0,0,0,0,0
87,1996,7,8,16,10,7,3,3,7,10.92,10.26,10.19,4.2,0,0,0,0,1,0,0,0,0,0,0
88,1997,8,8,16,12,6,6,6,6,10.95,10.29,10.22,3.4,0,0,0,0,1,0,0,0,0,1,1
89,1998,9,8,16,10,7,3,5,5,11.01,10.34,10.28,3.6,0,0,0,0,1,0,0,1,0,1,1
90,1999,10,8,16,11,8,3,8,3,11.03,10.37,10.3,3.1,0,0,0,0,1,0,0,1,0,1,1
91,2000,11,8,16,2,1,1,1,1,11.02,10.36,10.29,2.8,1,0,1,0,1,0,0,1,1,1,1
92,2001,12,8,16,2,1,1,0,2,11.06,10.4,10.33,3.8,1,0,1,0,1,0,0,1,1,1,1
93,2002,13,8,16,9,6,3,8,1,11.06,10.4,10.34,5.6,1,0,1,0,1,0,0,1,1,1,1
94,2003,14,8,16,13,7,6,5,8,11.07,10.41,10.34,6.1,1,0,1,0,1,0,0,1,1,1,1
95,2004,15,8,16,9,6,3,3,6,11.07,10.4,10.34,5.6,1,0,1,0,1,0,0,1,1,1,1
96,2005,16,8,16,2,1,1,1,1,11.07,10.4,10.35,5.1,1,0,0,0,1,0,1,1,1,1,1
97,2006,17,8,16,7,3,4,4,3,11.11,10.45,10.39,4.3,1,0,0,1,1,0,1,1,1,1,1
98,2007,18,8,16,3,3,0,1,2,11.1,10.44,10.38,3.7,1,0,0,1,1,0,1,1,1,1,1
99,2008,19,8,16,2,2,0,1,1,11.1,10.43,10.38,4.8,1,0,0,1,1,0,1,1,1,1,1
100,2009,20,8,16,4,2,2,3,1,11.09,10.42,10.38,8.3,1,0,0,1,1,0,1,1,1,1,1
101,1990,1,9,16,4,4,0,2,2,10.55,9.89,9.82,4.9,0,0,0,0,1,1,0,0,0,0,0
102,1991,2,9,16,2,1,1,0,2,10.56,9.9,9.84,6.4,0,0,0,0,1,1,0,0,0,0,0
103,1992,3,9,16,3,2,1,1,2,10.53,9.87,9.81,7.3,0,0,0,0,1,1,0,0,0,0,0
104,1993,4,9,16,5,5,0,3,2,10.57,9.91,9.85,6.4,0,0,0,0,1,1,0,0,0,0,0
105,1994,5,9,16,0,0,0,0,0,10.57,9.91,9.85,5.4,0,0,0,0,1,1,0,0,0,0,0
106,1995,6,9,16,3,3,0,3,0,10.61,9.95,9.88,5.2,0,0,0,0,1,1,0,0,0,0,0
107,1996,7,9,16,4,2,2,3,1,10.63,9.97,9.9,5.3,0,0,0,0,1,1,0,0,0,0,0
108,1997,8,9,16,2,1,1,2,0,10.62,9.96,9.89,4.8,1,1,0,0,1,1,0,0,0,0,0
109,1998,9,9,16,2,2,0,2,0,10.68,10.02,9.96,3.3,1,1,0,0,1,1,0,1,0,0,0
110,1999,10,9,16,2,1,1,2,0,10.72,10.06,9.99,2.6,1,1,0,0,1,1,0,1,0,0,1
111,2000,11,9,16,2,2,0,2,0,10.69,10.03,9.96,2.3,1,1,0,0,1,1,0,1,0,0,1
112,2001,12,9,16,2,1,1,0,2,10.73,10.06,10,3.1,1,1,0,0,1,1,0,1,0,0,1
113,2002,13,9,16,5,3,2,5,0,10.75,10.08,10.04,4.4,1,1,0,0,1,1,0,1,0,0,1
114,2003,14,9,16,1,0,1,0,1,10.76,10.09,10.04,5.5,1,1,0,0,1,1,1,1,1,0,1
115,2004,15,9,16,3,3,0,3,0,10.79,10.12,10.07,4.9,1,1,0,0,1,1,1,1,1,0,1
116,2005,16,9,16,1,1,0,1,0,10.81,10.14,10.09,4.9,1,1,0,0,1,1,1,1,1,0,1
117,2006,17,9,16,1,1,0,0,1,10.85,10.18,10.14,4.4,1,0,0,1,1,1,1,1,1,0,1
118,2007,18,9,16,3,2,1,2,1,10.83,10.16,10.1,4.6,1,0,0,1,1,1,1,1,1,0,1
119,2008,19,9,16,2,2,0,2,0,10.81,10.14,10.09,5.6,1,0,0,1,1,1,1,1,1,0,1
120,2009,20,9,16,3,1,2,3,0,10.8,10.13,10.09,8.3,1,0,0,1,1,1,1,1,1,0,1
121,1990,1,10,16,0,0,0,0,0,8.99,8.32,8.27,4.2,0,0,0,0,0,0,0,0,0,0,0
122,1991,2,10,16,0,0,0,0,0,9.02,8.36,8.3,5.8,0,0,0,0,0,0,0,0,0,0,0
123,1992,3,10,16,0,0,0,0,0,9.03,8.36,8.31,5.5,0,0,0,0,1,0,0,0,0,0,0
124,1993,4,10,16,2,1,1,0,2,9.06,8.4,8.34,5,0,0,0,0,1,0,0,0,0,0,0
125,1994,5,10,16,0,0,0,0,0,9.08,8.41,8.36,4.7,0,0,0,0,1,0,0,0,0,0,0
126,1995,6,10,16,2,2,0,1,1,9.11,8.44,8.39,4.3,0,0,0,0,1,0,0,0,0,0,0
127,1996,7,10,16,1,1,0,0,1,9.16,8.5,8.44,4.9,0,0,0,0,1,0,0,0,0,0,1
128,1997,8,10,16,1,1,0,0,1,9.16,8.49,8.44,3.9,0,0,0,0,1,0,0,0,0,0,1
129,1998,9,10,16,4,2,2,2,2,9.19,8.52,8.46,3.6,0,0,0,0,1,0,0,0,0,0,1
130,1999,10,10,16,1,1,0,0,1,9.2,8.53,8.48,3.2,0,0,0,0,1,0,0,1,0,0,1
131,2000,11,10,16,2,2,0,2,0,9.27,8.62,8.54,3.3,1,0,1,0,1,0,0,1,0,0,1
132,2001,12,10,16,1,1,0,0,1,9.3,8.65,8.56,3.4,1,0,1,0,1,0,0,1,0,0,1
133,2002,13,10,16,4,3,1,4,0,9.31,8.64,8.59,3.9,1,0,1,0,1,0,0,1,0,0,1
134,2003,14,10,16,1,1,0,1,0,9.29,8.62,8.58,4.1,1,0,1,0,1,0,0,1,0,0,1
135,2004,15,10,16,5,2,3,3,2,9.33,8.65,8.63,3.9,1,0,1,0,1,1,0,1,0,0,1
136,2005,16,10,16,1,1,0,0,1,9.36,8.69,8.64,3.9,1,0,1,0,1,1,1,1,0,0,1
137,2006,17,10,16,0,0,0,0,0,9.41,8.74,8.69,3.6,1,0,1,0,1,1,1,1,0,0,1
138,2007,18,10,16,1,1,0,1,0,9.42,8.76,8.69,3.5,1,0,0,1,1,1,1,1,0,0,1
139,2008,19,10,16,0,0,0,0,0,9.38,8.71,8.67,5,1,0,0,1,1,1,1,1,1,0,1
140,2009,20,10,16,0,0,0,0,0,9.39,8.71,8.68,8,1,0,0,1,1,1,1,1,1,0,1
141,1990,1,12,16,22,19,3,13,9,11.95,11.28,11.22,6.2,0,0,0,0,1,0,0,0,0,0,0
142,1991,2,12,16,16,12,4,8,8,11.96,11.3,11.23,7.6,0,0,0,0,1,0,0,0,1,0,0
143,1992,3,12,16,24,16,8,15,9,11.94,11.28,11.22,8.4,0,0,0,0,1,0,0,0,1,0,0
144,1993,4,12,16,17,11,6,11,6,12,11.34,11.28,7.2,0,0,0,0,1,0,0,0,1,0,0
145,1994,5,12,16,14,12,2,8,6,12.02,11.36,11.3,6.5,0,0,0,0,1,0,1,0,1,0,0
146,1995,6,12,16,15,12,3,8,7,12.06,11.4,11.33,5.7,0,0,0,0,1,0,1,0,1,0,0
147,1996,7,12,16,24,17,7,11,13,12.11,11.45,11.39,5.3,0,0,0,0,1,0,1,0,1,1,1
148,1997,8,12,16,23,16,7,10,13,12.14,11.48,11.41,5,1,0,1,0,1,0,1,1,1,1,1
149,1998,9,12,16,24,14,10,12,12,12.18,11.52,11.45,4.5,1,0,1,0,1,0,1,1,1,1,1
150,1999,10,12,16,20,11,9,12,8,12.2,11.53,11.47,4,1,0,1,0,1,0,1,1,1,1,1
151,2000,11,12,16,26,18,8,11,15,12.22,11.56,11.5,3.8,1,0,1,0,1,0,1,1,1,1,1
152,2001,12,12,16,18,13,5,7,11,12.27,11.6,11.54,4.7,1,0,1,0,1,0,1,1,1,1,1
153,2002,13,12,16,19,12,7,12,7,12.28,11.61,11.56,5.7,1,0,1,0,1,0,1,1,1,1,1
154,2003,14,12,16,28,21,7,16,12,12.29,11.62,11.57,5.3,1,0,1,0,1,0,1,1,1,1,1
155,2004,15,12,16,25,17,8,19,6,12.32,11.66,11.61,4.6,1,0,1,0,1,0,1,1,1,1,1
156,2005,16,12,16,22,16,6,10,12,12.37,11.7,11.64,3.8,1,0,1,0,1,0,1,1,1,1,1
157,2006,17,12,16,18,14,4,12,6,12.41,11.75,11.7,3.3,1,0,1,0,1,0,1,1,1,1,1
158,2007,18,12,16,14,7,7,10,4,12.39,11.72,11.68,4,1,0,1,0,1,0,1,1,1,1,1
159,2008,19,12,16,14,10,4,7,7,12.37,11.7,11.64,6.2,1,0,1,0,1,0,1,1,1,1,1
160,2009,20,12,16,6,4,2,3,3,12.35,11.69,11.63,10.2,1,0,1,0,1,0,1,1,1,1,1
161,1990,1,13,16,16,12,4,7,9,11.44,10.77,10.71,5.2,0,0,0,0,1,0,0,0,0,0,0
162,1991,2,13,16,18,14,4,12,6,11.44,10.78,10.72,5,0,0,0,0,1,0,0,0,0,0,0
163,1992,3,13,16,18,14,4,10,8,11.42,10.76,10.7,6.7,0,0,0,0,1,0,0,1,0,0,0
164,1993,4,13,16,30,25,5,19,11,11.49,10.82,10.76,5.9,0,0,0,0,1,0,0,1,0,0,0
165,1994,5,13,16,21,13,8,13,8,11.51,10.85,10.79,5.1,0,0,0,0,1,0,0,1,0,0,0
166,1995,6,13,16,35,24,11,24,11,11.54,10.88,10.82,4.7,0,0,0,0,1,0,0,1,0,0,0
167,1996,7,13,16,31,21,10,17,14,11.6,10.94,10.88,4.6,0,0,0,0,1,0,0,1,0,0,0
168,1997,8,13,16,24,12,12,17,7,11.6,10.94,10.88,4.5,0,0,0,0,1,1,0,1,0,1,1
169,1998,9,13,16,19,13,6,16,3,11.62,10.96,10.9,4.2,1,0,1,0,1,1,0,1,0,1,1
170,1999,10,13,16,18,8,10,12,6,11.63,10.96,10.91,3.8,1,0,1,0,1,1,0,1,0,1,1
171,2000,11,13,16,23,14,9,14,9,11.66,11.01,10.94,3.5,1,0,1,0,1,1,0,1,0,1,1
172,2001,12,13,16,26,20,6,12,14,11.71,11.05,10.98,3.9,1,0,1,0,1,1,0,1,0,1,1
173,2002,13,13,16,15,10,5,8,7,11.72,11.05,10.99,4.8,1,0,0,1,1,1,1,1,1,1,1
174,2003,14,13,16,31,19,12,25,6,11.73,11.06,11.02,4.8,1,0,0,1,1,1,1,1,1,1,1
175,2004,15,13,16,14,9,5,10,4,11.76,11.09,11.04,4.7,1,0,0,1,1,1,1,1,1,1,1
176,2005,16,13,16,18,10,8,11,7,11.8,11.13,11.08,5.2,1,0,0,1,1,1,1,1,1,1,1
177,2006,17,13,16,15,10,5,13,2,11.86,11.19,11.14,4.7,1,0,0,1,1,1,1,1,1,1,1
178,2007,18,13,16,10,7,3,7,3,11.86,11.18,11.14,4.7,1,0,0,1,1,1,1,1,1,1,1
179,2008,19,13,16,12,11,1,9,3,11.85,11.17,11.14,6.4,1,0,0,1,1,1,1,1,1,1,1
180,2009,20,13,16,8,6,2,5,3,11.86,11.18,11.14,9.7,1,0,0,1,1,1,1,1,1,1,1
181,1990,1,16,16,4,2,2,3,1,9.68,9.03,8.95,5.5,0,0,0,0,1,0,0,0,0,0,0
182,1991,2,16,16,2,0,2,0,2,9.75,9.1,9.02,6,0,0,0,0,1,0,0,0,0,0,0
183,1992,3,16,16,2,1,1,1,1,9.78,9.12,9.05,6.4,0,0,0,0,1,0,0,0,0,0,0
184,1993,4,16,16,0,0,0,0,0,9.87,9.22,9.14,6,0,0,0,0,1,0,0,0,0,0,0
185,1994,5,16,16,3,2,1,3,0,9.91,9.25,9.17,5.4,0,0,0,0,1,0,0,0,0,0,0
186,1995,6,16,16,9,7,2,5,4,9.96,9.3,9.22,5.3,0,0,0,0,1,0,0,1,1,0,0
187,1996,7,16,16,7,5,2,3,4,10,9.34,9.26,5.3,0,0,0,0,1,0,0,1,1,0,0
188,1997,8,16,16,2,1,1,2,0,9.99,9.34,9.26,5.1,0,0,0,0,1,0,0,1,1,1,1
189,1998,9,16,16,4,3,1,2,2,10.01,9.36,9.28,5.1,0,0,0,0,1,0,1,1,1,1,1
190,1999,10,16,16,1,1,0,1,0,10,9.34,9.26,4.9,0,0,0,0,1,0,1,1,1,1,1
191,2000,11,16,16,4,3,1,2,2,10,9.34,9.27,4.7,0,0,0,0,1,0,1,1,1,1,1
