obs,year,period,state,age,fatal,male,female,single,multiple,lnpop,lnpopm,lnpopf,unempl,gdl,gdl3,gdl2,gdl1,beltsc,beltpr,bac08,zerotol,alr,sp70,sp65
383,1992,3,26,16,15,9,6,9,6,11.76,11.09,11.04,9.2,0,0,0,0,1,0,0,0,0,0,0
384,1993,4,26,16,22,15,7,13,9,11.8,11.14,11.08,7.4,0,0,0,0,1,0,0,0,0,0,0
385,1994,5,26,16,18,11,7,7,11,11.81,11.15,11.09,6.1,0,0,0,0,1,0,0,0,0,0,0
386,1995,6,26,16,28,15,13,16,12,11.85,11.19,11.13,5.3,0,0,0,0,1,0,0,1,0,0,0
387,1996,7,26,16,18,10,8,9,9,11.9,11.23,11.18,4.9,0,0,0,0,1,0,0,1,0,0,0
388,1997,8,26,16,25,17,8,13,12,11.89,11.22,11.17,4.3,1,0,1,0,1,0,0,1,0,1,1
389,1998,9,26,16,16,10,6,3,13,11.91,11.24,11.19,4,1,0,1,0,1,0,0,1,0,1,1
390,1999,10,26,16,16,8,8,5,11,11.91,11.25,11.19,3.8,1,0,1,0,1,0,0,1,0,1,1
391,2000,11,26,16,14,10,4,7,7,11.86,11.2,11.14,3.7,1,0,1,0,1,1,0,1,0,1,1
392,2001,12,26,16,17,14,3,6,11,11.9,11.24,11.18,5.2,1,0,1,0,1,1,0,1,0,1,1
393,2002,13,26,16,22,15,7,7,15,11.9,11.23,11.18,6.2,1,0,1,0,1,1,0,1,0,1,1
394,2003,14,26,16,18,12,6,6,12,11.89,11.22,11.17,7.1,1,0,1,0,1,1,0,1,0,1,1
395,2004,15,26,16,13,9,4,7,6,11.91,11.24,11.19,7,1,0,1,0,1,1,1,1,0,1,1
396,2005,16,26,16,6,3,3,3,3,11.91,11.24,11.18,6.9,1,0,1,0,1,1,1,1,0,1,1
397,2006,17,26,16,5,3,2,3,2,11.97,11.31,11.25,6.9,1,0,1,0,1,1,1,1,0,1,1
398,2007,18,26,16,12,9,3,6,6,11.94,11.27,11.22,7.1,1,0,1,0,1,1,1,1,0,1,1
399,2008,19,26,16,6,5,1,2,4,11.91,11.24,11.19,8.4,1,0,1,0,1,1,1,1,0,1,1
400,2009,20,26,16,8,5,3,6,2,11.87,11.21,11.15,13.4,1,0,1,0,1,1,1,1,0,1,1
401,1990,1,27,16,4,2,2,2,2,10.93,10.27,10.21,4.8,0,0,0,0,1,0,0,0,0,0,0
402,1991,2,27,16,11,8,3,6,5,10.99,10.33,10.26,5.2,0,0,0,0,1,0,0,0,0,0,0
403,1992,3,27,16,4,3,1,3,1,11,10.34,10.27,5.1,0,0,0,0,1,0,0,0,0,0,0
404,1993,4,27,16,10,7,3,3,7,11.06,10.4,10.33,4.9,0,0,0,0,1,0,0,0,0,0,0
405,1994,5,27,16,6,4,2,5,1,11.09,10.43,10.36,4.1,0,0,0,0,1,0,0,1,0,0,0
406,1995,6,27,16,6,3,3,4,2,11.14,10.49,10.42,3.7,0,0,0,0,1,0,0,1,0,0,0
407,1996,7,27,16,15,5,10,10,5,11.2,10.55,10.48,3.9,0,0,0,0,1,0,0,1,0,0,0
408,1997,8,27,16,10,4,6,4,6,11.22,10.56,10.49,3.3,0,0,0,0,1,0,0,1,0,0,0
409,1998,9,27,16,7,3,4,6,1,11.26,10.6,10.53,2.8,0,0,0,0,1,0,0,1,0,1,1
410,1999,10,27,16,9,5,4,5,4,11.27,10.61,10.54,2.8,0,0,0,0,1,0,0,1,0,1,1
411,2000,11,27,16,11,4,7,3,8,11.22,10.55,10.5,3.1,0,0,0,0,1,0,0,1,0,1,1
412,2001,12,27,16,2,0,2,0,2,11.26,10.59,10.54,3.9,0,0,0,0,1,0,0,1,1,1,1
413,2002,13,27,16,18,8,10,7,11,11.25,10.58,10.53,4.6,0,0,0,0,1,0,0,1,1,1,1
414,2003,14,27,16,9,5,4,4,5,11.23,10.55,10.51,4.9,0,0,0,0,1,0,0,1,1,1,1
415,2004,15,27,16,11,2,9,6,5,11.23,10.57,10.51,4.6,0,0,0,0,1,0,0,1,1,1,1
416,2005,16,27,16,7,6,1,4,3,11.23,10.56,10.52,4.2,0,0,0,0,1,0,0,1,1,1,1
417,2006,17,27,16,12,6,6,4,8,11.25,10.59,10.54,4.1,0,0,0,0,1,0,1,1,1,1,1
418,2007,18,27,16,7,5,2,3,4,11.22,10.56,10.5,4.6,0,0,0,0,1,0,1,1,1,1,1
419,2008,19,27,16,5,2,3,4,1,11.2,10.53,10.48,5.4,0,0,0,0,1,0,1,1,1,1,1
420,2009,20,27,16,2,2,0,1,1,11.18,10.51,10.46,8.1,1,0,0,1,1,0,1,1,1,1,1
421,1990,1,28,16,7,4,3,4,3,10.6,9.93,9.89,7.7,0,0,0,0,0,0,0,0,0,0,0
422,1991,2,28,16,4,1,3,2,2,10.62,9.95,9.91,8.8,0,0,0,0,0,0,0,0,0,0,0
423,1992,3,28,16,8,6,2,6,2,10.62,9.95,9.91,8.3,0,0,0,0,0,0,0,0,1,0,0
424,1993,4,28,16,7,5,2,3,4,10.67,9.99,9.95,7,0,0,0,0,0,0,0,0,1,0,0
425,1994,5,28,16,9,7,2,3,6,10.68,10.01,9.97,6.6,0,0,0,0,0,0,0,0,1,0,0
426,1995,6,28,16,14,10,4,12,2,10.7,10.03,9.99,6.5,0,0,0,0,1,0,0,0,1,0,0
427,1996,7,28,16,8,6,2,5,3,10.75,10.07,10.03,6.3,0,0,0,0,1,0,0,0,1,1,1
428,1997,8,28,16,9,5,4,5,4,10.74,10.06,10.02,6,0,0,0,0,1,0,0,0,1,1,1
429,1998,9,28,16,9,5,4,4,5,10.73,10.06,10.02,5.5,0,0,0,0,1,0,0,0,1,1,1
430,1999,10,28,16,11,8,3,6,5,10.71,10.04,10,5.3,0,0,0,0,1,0,0,1,1,1,1
431,2000,11,28,16,9,4,5,6,3,10.71,10.03,10,5.7,0,0,0,0,1,0,0,1,1,1,1
432,2001,12,28,16,7,5,2,4,3,10.71,10.04,9.99,5.6,1,1,0,0,1,0,0,1,1,1,1
433,2002,13,28,16,11,3,8,6,5,10.69,10.02,9.97,6.7,1,1,0,0,1,0,0,1,1,1,1
434,2003,14,28,16,8,5,3,4,4,10.67,9.99,9.96,6.4,1,1,0,0,1,0,1,1,1,1,1
435,2004,15,28,16,7,5,2,3,4,10.66,9.99,9.95,6.3,1,1,0,0,1,0,1,1,1,1,1
436,2005,16,28,16,12,10,2,8,4,10.69,10.02,9.99,7.8,1,1,0,0,1,0,1,1,1,1,1
437,2006,17,28,16,7,5,2,3,4,10.73,10.06,10.01,6.8,1,1,0,0,1,0,1,1,1,1,1
438,2007,18,28,16,10,7,3,5,5,10.7,10.03,9.98,6.2,1,1,0,0,1,1,1,1,1,1,1
439,2008,19,28,16,8,5,3,5,3,10.69,10.02,9.99,6.8,1,1,0,0,1,1,1,1,1,1,1
440,2009,20,28,16,5,3,2,3,2,10.69,10.03,9.97,9.6,1,1,0,0,1,1,1,1,1,1,1
441,1990,1,29,16,19,12,7,16,3,11.11,10.45,10.39,5.8,0,0,0,0,1,0,0,0,0,0,0
442,1991,2,29,16,20,15,5,10,10,11.15,10.49,10.42,6.6,0,0,0,0,1,0,0,0,0,0,0
443,1992,3,29,16,12,8,4,7,5,11.14,10.48,10.42,6,0,0,0,0,1,0,0,0,1,0,0
444,1993,4,29,16,17,10,7,8,9,11.2,10.54,10.47,6.1,0,0,0,0,1,0,0,0,1,0,0
445,1994,5,29,16,26,16,10,18,8,11.22,10.56,10.49,5,0,0,0,0,1,0,0,0,1,0,0
446,1995,6,29,16,19,11,8,13,6,11.26,10.6,10.53,4.7,0,0,0,0,1,0,0,0,1,0,0
447,1996,7,29,16,21,17,4,13,8,11.32,10.66,10.6,4.6,0,0,0,0,1,0,0,0,1,1,1
448,1997,8,29,16,27,17,10,17,10,11.33,10.66,10.6,4.3,0,0,0,0,1,0,0,0,1,1,1
449,1998,9,29,16,15,9,6,9,6,11.34,10.67,10.61,3.9,0,0,0,0,1,0,0,1,1,1,1
450,1999,10,29,16,22,17,5,14,8,11.34,10.67,10.61,3.1,0,0,0,0,1,0,0,1,1,1,1
451,2000,11,29,16,25,18,7,16,9,11.31,10.65,10.59,3.3,0,0,0,0,1,0,0,1,1,1,1
452,2001,12,29,16,21,14,7,13,8,11.34,10.67,10.62,4.5,1,1,0,0,1,0,0,1,1,1,1
453,2002,13,29,16,18,13,5,8,10,11.34,10.68,10.61,5.2,1,1,0,0,1,0,1,1,1,1,1
454,2003,14,29,16,18,10,8,12,6,11.32,10.65,10.6,5.6,1,1,0,0,1,0,1,1,1,1,1
455,2004,15,29,16,20,14,6,12,8,11.33,10.66,10.61,5.8,1,1,0,0,1,0,1,1,1,1,1
456,2005,16,29,16,22,16,6,14,8,11.35,10.68,10.62,5.4,1,1,0,0,1,0,1,1,1,1,1
457,2006,17,29,16,14,9,5,9,5,11.38,10.71,10.66,4.8,1,0,0,0,1,0,1,1,1,1,1
458,2007,18,29,16,13,9,4,6,7,11.36,10.69,10.65,5.1,1,0,0,1,1,0,1,1,1,1,1
459,2008,19,29,16,8,4,4,6,2,11.35,10.68,10.63,6.1,1,0,0,1,1,0,1,1,1,1,1
460,2009,20,29,16,8,3,5,4,4,11.33,10.66,10.61,9.3,1,0,0,1,1,0,1,1,1,1,1
461,1990,1,30,16,2,1,1,2,0,9.35,8.7,8.61,6,0,0,0,0,1,0,0,0,0,0,0
462,1991,2,30,16,2,2,0,1,1,9.4,8.75,8.66,6.3,0,0,0,0,1,0,0,0,0,0,0
463,1992,3,30,16,2,2,0,2,0,9.42,8.77,8.68,6.3,0,0,0,0,1,0,0,0,0,0,0
464,1993,4,30,16,2,0,2,1,1,9.5,8.85,8.76,5.9,0,0,0,0,1,0,0,0,0,0,0
465,1994,5,30,16,4,1,3,1,3,9.51,8.87,8.77,5.5,0,0,0,0,1,0,0,0,0,0,0
466,1995,6,30,16,3,3,0,2,1,9.55,8.9,8.81,5.5,0,0,0,0,1,0,0,0,0,0,0
467,1996,7,30,16,2,0,2,1,1,9.59,8.94,8.85,5.5,0,0,0,0,1,0,0,0,0,0,0
468,1997,8,30,16,6,3,3,5,1,9.57,8.93,8.83,5.4,0,0,0,0,1,0,0,1,0,0,0
469,1998,9,30,16,3,3,0,3,0,9.61,8.96,8.87,5.5,0,0,0,0,1,0,0,1,0,0,0
470,1999,10,30,16,5,1,4,3,2,9.6,8.95,8.86,5.3,0,0,0,0,1,0,0,1,0,0,0
471,2000,11,30,16,4,1,3,3,1,9.59,8.93,8.86,4.8,0,0,0,0,1,0,0,1,0,1,1
472,2001,12,30,16,0,0,0,0,0,9.61,8.94,8.89,4.5,0,0,0,0,1,0,0,1,0,1,1
473,2002,13,30,16,2,1,1,0,2,9.59,8.93,8.85,4.4,0,0,0,0,1,0,0,1,0,1,1
474,2003,14,30,16,7,5,2,3,4,9.55,8.9,8.82,4.3,0,0,0,0,1,0,1,1,0,1,1
475,2004,15,30,16,1,1,0,1,0,9.56,8.9,8.83,4,0,0,0,0,1,0,1,1,0,1,1
476,2005,16,30,16,2,0,2,0,2,9.53,8.86,8.81,3.7,0,0,0,0,1,0,1,1,0,1,1
477,2006,17,30,16,2,2,0,2,0,9.57,8.9,8.86,3.2,0,0,0,0,1,0,1,1,0,1,1
478,2007,18,30,16,0,0,0,0,0,9.53,8.86,8.82,3.3,1,1,0,0,1,0,1,1,0,1,1
479,2008,19,30,16,2,2,0,2,0,9.52,8.86,8.8,4.5,1,1,0,0,1,0,1,1,0,1,1
480,2009,20,30,16,3,0,3,2,1,9.48,8.81,8.76,6.3,1,1,0,0,1,0,1,1,0,1,1
481,1990,1,31,16,7,4,3,3,4,9.98,9.32,9.25,2.4,0,0,0,0,0,0,0,0,0,0,0
482,1991,2,31,16,1,0,1,1,0,10.03,9.37,9.3,2.6,0,0,0,0,0,0,0,0,0,0,0
483,1992,3,31,16,5,4,1,3,2,10.02,9.36,9.28,2.9,0,0,0,0,0,0,0,0,0,0,0
484,1993,4,31,16,2,2,0,1,1,10.06,9.41,9.33,2.8,0,0,0,0,1,0,0,0,0,0,0
485,1994,5,31,16,8,6,2,1,7,10.09,9.43,9.35,2.6,0,0,0,0,1,0,0,1,0,0,0
486,1995,6,31,16,3,1,2,2,1,10.12,9.47,9.39,2.6,0,0,0,0,1,0,0,1,0,0,0
487,1996,7,31,16,13,6,7,4,9,10.19,9.53,9.45,2.7,0,0,0,0,1,0,0,1,0,0,0
488,1997,8,31,16,5,4,1,3,2,10.2,9.54,9.47,2.4,0,0,0,0,1,0,0,1,0,1,1
489,1998,9,31,16,7,3,4,4,3,10.22,9.56,9.49,2.5,0,0,0,0,1,0,0,1,0,1,1
490,1999,10,31,16,12,7,5,9,3,10.22,9.57,9.49,2.8,1,1,0,0,1,0,0,1,0,1,1
491,2000,11,31,16,5,4,1,1,4,10.2,9.53,9.48,2.8,1,1,0,0,1,0,0,1,1,1,1
492,2001,12,31,16,6,4,2,3,3,10.21,9.55,9.49,3.1,1,1,0,0,1,0,0,1,1,1,1
493,2002,13,31,16,9,3,6,8,1,10.19,9.52,9.47,3.7,1,1,0,0,1,0,1,1,1,1,1
494,2003,14,31,16,1,1,0,1,0,10.17,9.5,9.45,4,1,1,0,0,1,0,1,1,1,1,1
495,2004,15,31,16,1,0,1,0,1,10.16,9.49,9.44,3.9,1,1,0,0,1,0,1,1,1,1,1
496,2005,16,31,16,7,4,3,3,4,10.15,9.49,9.42,3.9,1,1,0,0,1,0,1,1,1,1,1
497,2006,17,31,16,6,4,2,3,3,10.19,9.53,9.46,3.1,1,1,0,0,1,0,1,1,1,1,1
498,2007,18,31,16,9,3,6,5,4,10.15,9.48,9.44,2.9,1,1,0,0,1,0,1,1,1,1,1
499,2008,19,31,16,2,2,0,1,1,10.15,9.47,9.43,3.2,1,0,0,1,1,0,1,1,1,1,1
500,2009,20,31,16,6,3,3,3,3,10.11,9.45,9.39,4.8,1,0,0,1,1,0,1,1,1,1,1
501,1990,1,32,16,2,2,0,1,1,9.62,8.97,8.89,5,0,0,0,0,1,0,0,0,0,0,0
502,1991,2,32,16,0,0,0,0,0,9.65,9,8.91,6,0,0,0,0,1,0,0,0,0,0,0
503,1992,3,32,16,0,0,0,0,0,9.66,9.01,8.92,7,0,0,0,0,1,0,0,0,1,0,0
504,1993,4,32,16,3,2,1,2,1,9.75,9.1,9.02,7.2,0,0,0,0,1,0,0,0,1,0,0
505,1994,5,32,16,3,2,1,0,3,9.81,9.16,9.08,6.4,0,0,0,0,1,0,0,0,1,0,0
506,1995,6,32,16,1,1,0,1,0,9.89,9.24,9.15,5.6,0,0,0,0,1,0,0,0,1,0,0
507,1996,7,32,16,0,0,0,0,0,9.98,9.33,9.25,5.4,0,0,0,0,1,0,0,0,1,1,1
508,1997,8,32,16,2,1,1,1,1,10.03,9.38,9.29,4.5,0,0,0,0,1,0,0,0,1,1,1
509,1998,9,32,16,0,0,0,0,0,10.12,9.47,9.38,4.5,0,0,0,0,1,0,0,1,1,1,1
510,1999,10,32,16,2,1,1,1,1,10.17,9.52,9.43,4.3,0,0,0,0,1,0,0,1,1,1,1
511,2000,11,32,16,2,1,1,0,2,10.16,9.5,9.43,4.2,0,0,0,0,1,0,0,1,1,1,1
512,2001,12,32,16,4,2,2,0,4,10.21,9.55,9.49,5.4,0,0,0,0,1,0,0,1,1,1,1
513,2002,13,32,16,5,4,1,4,1,10.26,9.6,9.53,5.9,1,1,0,0,1,0,0,1,1,1,1
514,2003,14,32,16,2,1,1,1,1,10.28,9.63,9.55,5.4,1,1,0,0,1,0,0,1,1,1,1
515,2004,15,32,16,5,3,2,2,3,10.33,9.67,9.6,4.4,1,1,0,0,1,0,1,1,1,1,1
516,2005,16,32,16,3,2,1,2,1,10.38,9.71,9.66,4.5,1,1,0,0,1,0,1,1,1,1,1
517,2006,17,32,16,1,1,0,1,0,10.48,9.81,9.75,4.3,1,0,0,1,1,0,1,1,1,1,1
518,2007,18,32,16,1,1,0,1,0,10.48,9.82,9.76,4.6,1,0,0,1,1,0,1,1,1,1,1
519,2008,19,32,16,2,1,1,0,2,10.5,9.84,9.77,6.7,1,0,0,1,1,0,1,1,1,1,1
520,2009,20,32,16,1,1,0,1,0,10.48,9.82,9.76,12.5,1,0,0,1,1,0,1,1,1,1,1
521,1990,1,33,16,2,1,1,1,1,9.5,8.84,8.78,5.7,0,0,0,0,0,0,0,0,0,0,0
522,1991,2,33,16,2,2,0,2,0,9.53,8.87,8.8,7.3,0,0,0,0,0,0,0,0,0,0,0
523,1992,3,33,16,0,0,0,0,0,9.5,8.85,8.77,7.6,0,0,0,0,0,0,0,0,0,0,0
524,1993,4,33,16,2,0,2,2,0,9.57,8.91,8.84,6.3,0,0,0,0,0,0,0,0,1,0,0
525,1994,5,33,16,1,1,0,1,0,9.61,8.95,8.88,4.8,0,0,0,0,0,0,1,0,1,0,0
526,1995,6,33,16,2,1,1,2,0,9.65,8.99,8.92,4,0,0,0,0,0,0,1,0,1,0,0
527,1996,7,33,16,2,2,0,0,2,9.71,9.05,8.98,3.7,0,0,0,0,0,0,1,1,1,0,0
528,1997,8,33,16,0,0,0,0,0,9.74,9.08,9.01,3.1,0,0,0,0,0,0,1,1,1,0,1
529,1998,9,33,16,2,2,0,2,0,9.79,9.13,9.06,2.9,1,0,1,0,0,0,1,1,1,0,1
530,1999,10,33,16,3,1,2,1,2,9.81,9.16,9.08,2.8,1,0,1,0,0,0,1,1,1,0,1
531,2000,11,33,16,3,2,1,1,2,9.75,9.08,9.03,2.7,1,0,1,0,0,0,1,1,1,0,1
532,2001,12,33,16,3,2,1,2,1,9.8,9.14,9.07,3.4,1,0,1,0,0,0,1,1,1,0,1
533,2002,13,33,16,2,2,0,2,0,9.83,9.15,9.12,4.5,1,0,1,0,0,0,1,1,1,0,1
534,2003,14,33,16,2,2,0,2,0,9.82,9.15,9.11,4.5,1,0,1,0,0,0,1,1,1,0,1
535,2004,15,33,16,4,4,0,3,1,9.85,9.18,9.14,3.9,1,0,1,0,0,0,1,1,1,0,1
536,2005,16,33,16,0,0,0,0,0,9.86,9.18,9.14,3.6,1,0,1,0,0,0,1,1,1,0,1
537,2006,17,33,16,1,0,1,1,0,9.88,9.23,9.15,3.5,1,0,1,0,0,0,1,1,1,0,1
538,2007,18,33,16,4,1,3,3,1,9.87,9.21,9.15,3.5,1,0,1,0,0,0,1,1,1,0,1
539,2008,19,33,16,1,1,0,0,1,9.83,9.16,9.12,3.9,1,0,1,0,0,0,1,1,1,0,1
540,2009,20,33,16,0,0,0,0,0,9.81,9.15,9.08,6.3,1,0,1,0,0,0,1,1,1,0,1
541,1990,1,34,16,2,2,0,2,0,11.47,10.8,10.75,5.1,0,0,0,0,1,0,0,0,0,0,0
542,1991,2,34,16,2,2,0,2,0,11.48,10.82,10.76,6.8,0,0,0,0,1,0,0,0,0,0,0
543,1992,3,34,16,2,2,0,2,0,11.46,10.8,10.74,8.4,0,0,0,0,1,0,0,0,0,0,0
544,1993,4,34,16,1,1,0,0,1,11.51,10.84,10.79,7.7,0,0,0,0,1,0,0,1,0,0,0
545,1994,5,34,16,1,1,0,1,0,11.51,10.85,10.79,6.8,0,0,0,0,1,0,0,1,0,0,0
546,1995,6,34,16,3,3,0,2,1,11.54,10.87,10.82,6.5,0,0,0,0,1,0,0,1,0,0,0
547,1996,7,34,16,1,0,1,1,0,11.57,10.9,10.85,6.2,0,0,0,0,1,0,0,1,0,0,0
548,1997,8,34,16,0,0,0,0,0,11.55,10.88,10.83,5.3,0,0,0,0,1,0,0,1,0,0,0
549,1998,9,34,16,0,0,0,0,0,11.57,10.9,10.85,4.6,0,0,0,0,1,0,0,1,0,0,1
550,1999,10,34,16,1,1,0,1,0,11.57,10.91,10.85,4.5,0,0,0,0,1,0,0,1,0,0,1
551,2000,11,34,16,2,1,1,2,0,11.6,10.93,10.88,3.7,0,0,0,0,1,0,0,1,0,0,1
552,2001,12,34,16,4,4,0,1,3,11.62,10.95,10.9,4.3,1,0,0,1,1,1,0,1,0,0,1
553,2002,13,34,16,1,1,0,0,1,11.64,10.97,10.92,5.8,1,0,0,1,1,1,0,1,0,0,1
554,2003,14,34,16,2,1,1,2,0,11.65,10.98,10.94,5.9,1,0,0,1,1,1,0,1,0,0,1
555,2004,15,34,16,0,0,0,0,0,11.68,11.01,10.96,4.9,1,0,0,1,1,1,1,1,0,0,1
556,2005,16,34,16,3,3,0,2,1,11.71,11.04,10.99,4.5,1,0,0,1,1,1,1,1,0,0,1
557,2006,17,34,16,1,1,0,1,0,11.74,11.07,11.02,4.7,1,0,0,1,1,1,1,1,0,0,1
558,2007,18,34,16,1,1,0,1,0,11.72,11.05,11,4.3,1,0,0,1,1,1,1,1,0,0,1
559,2008,19,34,16,3,3,0,2,1,11.7,11.03,10.98,5.5,1,0,0,1,1,1,1,1,0,0,1
560,2009,20,34,16,1,1,0,1,0,11.69,11.02,10.97,9.1,1,0,0,1,1,1,1,1,0,0,1
561,1990,1,35,16,8,5,3,7,1,10.03,9.36,9.31,6.8,0,0,0,0,1,1,0,0,1,0,0
562,1991,2,35,16,5,2,3,4,1,10.06,9.4,9.34,7.3,0,0,0,0,1,1,0,0,1,0,0
563,1992,3,35,16,5,4,1,3,2,10.07,9.4,9.35,7.4,0,0,0,0,1,1,0,0,1,0,0
564,1993,4,35,16,5,3,2,4,1,10.14,9.48,9.42,7.1,0,0,0,0,1,1,0,0,1,0,0
565,1994,5,35,16,4,2,2,4,0,10.16,9.49,9.43,6.6,0,0,0,0,1,1,1,0,1,0,0
566,1995,6,35,16,2,1,1,1,1,10.21,9.54,9.48,6.8,0,0,0,0,1,1,1,0,1,0,0
567,1996,7,35,16,4,2,2,3,1,10.26,9.59,9.53,7.4,0,0,0,0,1,1,1,0,1,0,0
568,1997,8,35,16,4,3,1,3,1,10.27,9.6,9.55,6.6,0,0,0,0,1,1,1,0,1,1,1
569,1998,9,35,16,2,2,0,1,1,10.28,9.62,9.56,6.2,0,0,0,0,1,1,1,1,1,1,1
570,1999,10,35,16,2,1,1,0,2,10.28,9.62,9.56,5.6,0,0,0,0,1,1,1,1,1,1,1
571,2000,11,35,16,5,4,1,2,3,10.3,9.63,9.57,5,1,1,0,0,1,1,1,1,1,1,1
572,2001,12,35,16,0,0,0,0,0,10.3,9.63,9.58,5,1,1,0,0,1,1,1,1,1,1,1
573,2002,13,35,16,8,7,1,5,3,10.29,9.62,9.57,5.5,1,1,0,0,1,1,1,1,1,1,1
574,2003,14,35,16,2,1,1,1,1,10.29,9.62,9.57,6,1,1,0,0,1,1,1,1,1,1,1
575,2004,15,35,16,3,3,0,2,1,10.27,9.6,9.56,5.8,1,1,0,0,1,1,1,1,1,1,1
576,2005,16,35,16,5,4,1,4,1,10.28,9.6,9.57,5.2,1,1,0,0,1,1,1,1,1,1,1
